user,review,rating,review_tokenized,no_stopword,stemmed_review,lemmatized_review
Sayyida Nafisa Permana,"aplikasi yang berguna banget!! suka gojek karena banyak voucher+pernah ketemu bapak nya temen aku, mungking buat pemilihan rute sama abang kurir nya jangan terlalu lama sama jangan malah muter kali yaaa, soalnya pas aku mau ke kantor walikota jakarta barat malah di ajak muter padahal bisa lewat rute yang lebih deket",4,"aplikasi yang berguna banget!! suka gojek karena banyak voucher+pernah ketemu bapak nya temen aku, mungking buat pemilihan rute sama abang kurir nya jangan terlalu lama sama jangan malah muter kali yaaa, soalnya pas aku mau ke kantor walikota jakarta barat malah di ajak muter padahal bisa lewat rute yang lebih deket","aplikasi berguna banget!! suka gojek banyak voucher+pernah ketemu bapak nya temen aku, mungking buat pemilihan rute sama abang kurir nya jangan terlalu lama sama jangan malah muter kali yaaa, soalnya pas aku mau kantor walikota jakarta barat malah ajak muter padahal lewat rute lebih deket",aplikasi yang guna banget suka gojek karena banyak voucher pernah ketemu bapak nya temen aku mungking buat pilih rute sama abang kurir nya jangan terlalu lama sama jangan malah muter kali yaaa soal pas aku mau ke kantor walikota jakarta barat malah di ajak muter padahal bisa lewat rute yang lebih deket,rute kantor walikota jakarta barat
Ni Made Dwi Rosiana Dewi,"beberapa kali melakukan pemesanan gofood, dan selalu lama menunggu untuk mendapatkan driver. padahal kondisi cuaca tidak hujan dan pemesanan sekitar jam set 6 sore. dan ketika melakukan pembatalan, agak sulit karna hanya chat dengan sistem. setelah mencoba kurang lebih 30 menit, berulangkali melakukan laporan baru diproses pembatalan. padahal pesan dengan gofood agar mempermudah, malah jadi menyusahkan. waktu menunggu terbuang, belum lagi untuk melalukan pembatalan berulangkali membutuhkan waktu",1,"beberapa kali melakukan pemesanan gofood, dan selalu lama menunggu untuk mendapatkan driver. padahal kondisi cuaca tidak hujan dan pemesanan sekitar jam set 6 sore. dan ketika melakukan pembatalan, agak sulit karna hanya chat dengan sistem. setelah mencoba kurang lebih 30 menit, berulangkali melakukan laporan baru diproses pembatalan. padahal pesan dengan gofood agar mempermudah, malah jadi menyusahkan. waktu menunggu terbuang, belum lagi untuk melalukan pembatalan berulangkali membutuhkan waktu","beberapa kali melakukan pemesanan gofood, selalu lama menunggu mendapatkan driver. padahal kondisi cuaca hujan pemesanan jam set 6 sore. ketika melakukan pembatalan, sulit karna chat sistem. mencoba kurang lebih 30 menit, berulangkali melakukan laporan baru diproses pembatalan. padahal pesan gofood mempermudah, malah jadi menyusahkan. waktu menunggu terbuang, lagi melalukan pembatalan berulangkali membutuhkan waktu",beberapa kali laku mesan gofood dan selalu lama tunggu untuk dapat driver padahal kondisi cuaca tidak hujan dan mesan sekitar jam set 6 sore dan ketika laku batal agak sulit karna hanya chat dengan sistem telah coba kurang lebih 30 menit berulangkali laku lapor baru proses batal padahal pesan dengan gofood agar mudah malah jadi susah waktu tunggu buang belum lagi untuk lalu batal berulangkali butuh waktu,gofood 6 30 menit gofood
Syifa Nabila A,"pesen gojek tapi drivernya ndak ada konfirmasi sama sekali sampai 5 menit. aku cancel, nyari lagi driver kurang lebih 7 menit ndak dapet dapet, aku cancel lagi malah tarifnya naik. dapet lagi alasan ban bocor dan customer harus cancel lagi dan tarif naik lagi 10rb jadi total kenaikan 20rb. tolong ya dibenahi, dikasih opsi alasan yang tidak merugikan customer, sudah menunggu lama-lama malah harga naiknya ngawur. iya kalau lokasi deket, lokasi jauh, harga mahal malah naik.",2,"pesen gojek tapi drivernya ndak ada konfirmasi sama sekali sampai 5 menit. aku cancel, nyari lagi driver kurang lebih 7 menit ndak dapet dapet, aku cancel lagi malah tarifnya naik. dapet lagi alasan ban bocor dan customer harus cancel lagi dan tarif naik lagi 10rb jadi total kenaikan 20rb. tolong ya dibenahi, dikasih opsi alasan yang tidak merugikan customer, sudah menunggu lama-lama malah harga naiknya ngawur. iya kalau lokasi deket, lokasi jauh, harga mahal malah naik.","pesen gojek drivernya ndak konfirmasi sama sekali 5 menit. aku cancel, nyari driver kurang lebih 7 menit ndak dapet dapet, aku cancel malah tarifnya naik. dapet alasan ban bocor customer cancel dan tarif naik 10rb jadi total kenaikan 20rb. ya dibenahi, dikasih opsi alasan tidak merugikan customer, menunggu lama-lama malah harga naiknya ngawur. iya kalau lokasi deket, lokasi jauh, harga mahal malah naik.",sen gojek tapi drivernya ndak ada konfirmasi sama sekali sampai 5 menit aku cancel nyari lagi driver kurang lebih 7 menit ndak dapet dapet aku cancel lagi malah tarif naik dapet lagi alas ban bocor dan customer harus cancel lagi dan tarif naik lagi 10rb jadi total naik 20rb tolong ya benah kasih opsi alas yang tidak rugi customer sudah tunggu lama malah harga naik ngawur iya kalau lokasi deket lokasi jauh harga mahal malah naik,5 menit 7 menit 10rb 20rb
Muhamad Irfan Nurdiansyah,"udah ke 3 kalinya saya order malaj double, ujungnya saya kasihan kl cancel dan 22nya jalan. segera perbaiki. jika terjadi ke 4 kalinya saya gak akan gunakan gojek dan gopay lagi. saya alihkan seluruhnnya ke aplikasi lain",1,"udah ke 3 kalinya saya order malaj double, ujungnya saya kasihan kl cancel dan 22nya jalan. segera perbaiki. jika terjadi ke 4 kalinya saya gak akan gunakan gojek dan gopay lagi. saya alihkan seluruhnnya ke aplikasi lain","udah 3 kalinya order malaj double, ujungnya kasihan kl cancel 22nya jalan. segera perbaiki. terjadi 4 kalinya gak gunakan gojek gopay lagi. alihkan seluruhnnya aplikasi",udah ke 3 kali saya order malaj double ujung saya kasihan kl cancel dan 22nya jalan segera baik jika jadi ke 4 kali saya gak akan guna gojek dan gopay lagi saya alih seluruhnnya ke aplikasi lain,3j kl canc 22 4
Achmad Jalil,"sejauh pemakaian selama ini, saya hampir tidak pernah mendapatkan pengalaman buruk kecuali 1-2 kasus driver beralasan kejauhan dan minta saya cancel, mohon pertahankan kepuasan, tetap kasih promo bagi konsumen tanpa merugikan mitra..",5,"sejauh pemakaian selama ini, saya hampir tidak pernah mendapatkan pengalaman buruk kecuali 1-2 kasus driver beralasan kejauhan dan minta saya cancel, mohon pertahankan kepuasan, tetap kasih promo bagi konsumen tanpa merugikan mitra..","sejauh pemakaian selama ini, hampir pernah mendapatkan pengalaman buruk 1-2 kasus driver beralasan kejauhan minta cancel, mohon pertahankan kepuasan, tetap kasih promo konsumen merugikan mitra..",jauh pakai lama ini saya hampir tidak pernah dapat alam buruk kecuali 1-2 kasus driver alas jauh dan minta saya cancel mohon tahan puas tetap kasih promo bagi konsumen tanpa rugi mitra,1 - 2
Rina Savitri,"aku kasih segini yaa, kecewa bnget fitur sekarang untuk yang gojek plus nya udah langganan cuman mau buat dpet voucher gofood malah gak bisaaa gak ada resto yang tandanya plus tuh. kemudian untuk voucher juga biasanya min.30rb kok sekarang min.100k semua, jdi gk bisa nih pakai gofood sesering dlu kecewa",1,"aku kasih segini yaa, kecewa bnget fitur sekarang untuk yang gojek plus nya udah langganan cuman mau buat dpet voucher gofood malah gak bisaaa gak ada resto yang tandanya plus tuh. kemudian untuk voucher juga biasanya min.30rb kok sekarang min.100k semua, jdi gk bisa nih pakai gofood sesering dlu kecewa","aku kasih segini yaa, kecewa bnget fitur sekarang gojek plus nya udah langganan cuman mau buat dpet voucher gofood malah gak bisaaa gak resto yang tandanya plus tuh. kemudian voucher biasanya min.30rb kok sekarang min.100k semua, jdi gk nih pakai gofood sesering dlu kecewa",aku kasih gin yaa kecewa bnget fitur sekarang untuk yang gojek plus nya udah langgan cuman mau buat dpet voucher gofood malah gak bisaaa gak ada resto yang tanda plus tuh kemudian untuk voucher juga biasa min 30rb kok sekarang min 100k semua jdi gk bisa nih pakai gofood sering dlu kecewa,bngetuch gofood 30rb 100 jdi gk gofood
Ninda,segala cara pembayaran dilakuin otomatis biar bs langganan terus ya? wkwk 2bln langganan goplus gaada benefitnya sama sekali. cuma buang2 uang aja.,1,segala cara pembayaran dilakuin otomatis biar bs langganan terus ya? wkwk 2bln langganan goplus gaada benefitnya sama sekali. cuma buang2 uang aja.,segala cara pembayaran dilakuin otomatis biar bs langganan terus ya? wkwk 2bln langganan goplus gaada benefitnya sama sekali. cuma buang2 uang aja.,segala cara bayar dilakuin otomatis biar bs langgan terus ya wkwk 2bln langgan goplus gaada benefitnya sama sekali cuma buang2 uang aja,wkwk 2 goplus
Hati Pangestu,"sering sekali gofood terlambat. ketika diaplikasi pesanan sudah di proses dan driver akan dicarikan setelah makanan tsb siap, padahal pada kenyataannya pesanan tidak disiapkan oleh resto sebelum driver datang, ini sudah sering sekali.",2,"sering sekali gofood terlambat. ketika diaplikasi pesanan sudah di proses dan driver akan dicarikan setelah makanan tsb siap, padahal pada kenyataannya pesanan tidak disiapkan oleh resto sebelum driver datang, ini sudah sering sekali.","sering sekali gofood terlambat. diaplikasi pesanan di proses driver dicarikan makanan tsb siap, padahal kenyataannya pesanan disiapkan resto driver datang, sudah sering sekali.",sering sekali gofood lambat ketika aplikasi pesan sudah di proses dan driver akan cari telah makan tsb siap padahal pada nyata pesan tidak siap oleh resto belum driver datang ini sudah sering sekali,b
Bayu Cakrabuana,"aplikator potongan kepada driver terlalu tinggi, saya sebagi caustemer menjadi kasihan kepada driver, karena potongan yg terlalu tinggi sebagai caustemer mendapatkan dampaknya,pelayanan yg harus optimal menjadi standar, untuk aplikator masa kalian mau menghancurkan brand image yg sudah kuat dibentuk menjadi hancur akibat potongan yg terlalu tinggi, pikir kan kesejahteraan driver menjadi ujung tombak pendapatan aplikator.",3,"aplikator potongan kepada driver terlalu tinggi, saya sebagi caustemer menjadi kasihan kepada driver, karena potongan yg terlalu tinggi sebagai caustemer mendapatkan dampaknya,pelayanan yg harus optimal menjadi standar, untuk aplikator masa kalian mau menghancurkan brand image yg sudah kuat dibentuk menjadi hancur akibat potongan yg terlalu tinggi, pikir kan kesejahteraan driver menjadi ujung tombak pendapatan aplikator.","aplikator potongan driver terlalu tinggi, sebagi caustemer menjadi kasihan driver, potongan yg terlalu tinggi caustemer mendapatkan dampaknya,pelayanan yg optimal menjadi standar, aplikator masa kalian mau menghancurkan brand image yg kuat dibentuk menjadi hancur akibat potongan yg terlalu tinggi, pikir kan kesejahteraan driver menjadi ujung tombak pendapatan aplikator.",aplikator potong kepada driver terlalu tinggi saya bagi caustemer jadi kasihan kepada driver karena potong yg terlalu tinggi bagai caustemer dapat dampak layan yg harus optimal jadi standar untuk aplikator masa kalian mau hancur brand image yg sudah kuat bentuk jadi hancur akibat potong yg terlalu tinggi pikir kan sejahtera driver jadi ujung tombak dapat aplikator,caustemer ca
Wartono Wartono,"kalau untuk pesanan gofood terlalu lama menunggu, kadang makanan sudah siap tapi driver belum di tentukan oleh aplikasi go-jek, efeknya makanan sampai dingin jadi gak enak lagi untuk dimakan. belum lagi kalau driver dabel order beda arah tambah lama nunggu makanan, seharusnya setiap satu pesanan satu driver jangan dabel order pendapatan juga gak seberapa untuk driver tapi potongan ongkir tetap sama kasihan drivernya",1,"kalau untuk pesanan gofood terlalu lama menunggu, kadang makanan sudah siap tapi driver belum di tentukan oleh aplikasi go-jek, efeknya makanan sampai dingin jadi gak enak lagi untuk dimakan. belum lagi kalau driver dabel order beda arah tambah lama nunggu makanan, seharusnya setiap satu pesanan satu driver jangan dabel order pendapatan juga gak seberapa untuk driver tapi potongan ongkir tetap sama kasihan drivernya","kalau pesanan gofood terlalu lama menunggu, kadang makanan siap driver di tentukan aplikasi go-jek, efeknya makanan dingin jadi gak enak dimakan. lagi kalau driver dabel order beda arah tambah lama nunggu makanan, setiap satu pesanan satu driver jangan dabel order pendapatan gak seberapa untuk driver potongan ongkir tetap sama kasihan drivernya",kalau untuk pesan gofood terlalu lama tunggu kadang makan sudah siap tapi driver belum di tentu oleh aplikasi go-jek efek makan sampai dingin jadi gak enak lagi untuk makan belum lagi kalau driver dabel order beda arah tambah lama nunggu makan harus tiap satu pesan satu driver jangan dabel order dapat juga gak berapa untuk driver tapi potong ongkir tetap sama kasihan drivernya,gofood go - jek satu satu
Galuh Ayu Praba Devvi,"seharus nya, antara driver, pembeli dan resto selalu terhubung.. jika ada kendala, lokasi resto yg tdk diketahui, driver bisa konfirmasi ke resto . jangan hanya sepihak komunikasi nya . mohon ditingkatkan lagi aplikasi nya",1,"seharus nya, antara driver, pembeli dan resto selalu terhubung.. jika ada kendala, lokasi resto yg tdk diketahui, driver bisa konfirmasi ke resto . jangan hanya sepihak komunikasi nya . mohon ditingkatkan lagi aplikasi nya","seharus nya, driver, pembeli resto selalu terhubung.. ada kendala, lokasi resto yg tdk diketahui, driver konfirmasi resto . jangan sepihak komunikasi nya . mohon ditingkatkan aplikasi nya",harus nya antara driver beli dan resto selalu hubung jika ada kendala lokasi resto yg tdk tahu driver bisa konfirmasi ke resto jangan hanya pihak komunikasi nya mohon tingkat lagi aplikasi nya,
Budi Septian,"ga jelas parah, oke saya ngerti kondisi hujan gerimis saya ngorder gosend dan saya mau bayar mau berapapun karena penting. malah terus menerus naik tanpa bisa di order, ngaco parah malesin udah tau penting, gabisa diandalkan nih aplikasi.",1,"ga jelas parah, oke saya ngerti kondisi hujan gerimis saya ngorder gosend dan saya mau bayar mau berapapun karena penting. malah terus menerus naik tanpa bisa di order, ngaco parah malesin udah tau penting, gabisa diandalkan nih aplikasi.","ga jelas parah, oke ngerti kondisi hujan gerimis ngorder gosend saya mau bayar mau berapapun penting. malah terus menerus naik bisa order, ngaco parah malesin udah tau penting, gabisa diandalkan nih aplikasi.",ga jelas parah oke saya ngerti kondisi hujan gerimis saya ngorder gosend dan saya mau bayar mau berapa karena penting malah terus terus naik tanpa bisa di order ngaco parah malesin udah tau penting gabisa andal nih aplikasi,
IMDDumaAP,"sistem aplikasinya gajelas, ada jalan utama yang lebih cepet jaraknya cuma 3km dri lokasi yang dituju malah milih jalan alternatif yang lebih jauh 6km",1,"sistem aplikasinya gajelas, ada jalan utama yang lebih cepet jaraknya cuma 3km dri lokasi yang dituju malah milih jalan alternatif yang lebih jauh 6km","sistem aplikasinya gajelas, jalan utama lebih cepet jaraknya cuma 3km dri lokasi dituju malah milih jalan alternatif lebih jauh 6km",sistem aplikasi gajelas ada jalan utama yang lebih cepet jarak cuma 3km dri lokasi yang tuju malah milih jalan alternatif yang lebih jauh 6km,gajelas 3km 6km
Daniel Ahmad,"app konyol pesan go food ambil yang bukan mode hemat sama aja lamanya sama yang mode hemat.yang bikin sakit hatinya lagi udah nunggu 1 jam tiba"" di batalin sama gojek minimal kalau restonya gak jelas di cancel aja langsung,udah laper nunggu makanannya",1,"app konyol pesan go food ambil yang bukan mode hemat sama aja lamanya sama yang mode hemat.yang bikin sakit hatinya lagi udah nunggu 1 jam tiba"" di batalin sama gojek minimal kalau restonya gak jelas di cancel aja langsung,udah laper nunggu makanannya","app konyol pesan go food ambil bukan mode hemat sama aja lamanya sama mode hemat.yang bikin sakit hatinya udah nunggu 1 jam tiba"" batalin sama gojek minimal kalau restonya gak jelas cancel aja langsung,udah laper nunggu makanannya",app konyol pesan go food ambil yang bukan mode hemat sama aja lama sama yang mode hemat yang bikin sakit hati lagi udah nunggu 1 jam tiba di batalin sama gojek minimal kalau restonya gak jelas di cancel aja langsung udah laper nunggu makan,go food 1 jam
12_Murniati .M A2,"saran aja agar menyediakan fitur keranjang di gofood, susah kalau setiap mau bandingin harga toko satu dengan yang lain tapi harus bolak balik buka toko dan makannya harus dicari ulang.",3,"saran aja agar menyediakan fitur keranjang di gofood, susah kalau setiap mau bandingin harga toko satu dengan yang lain tapi harus bolak balik buka toko dan makannya harus dicari ulang.","saran aja menyediakan fitur keranjang gofood, susah kalau mau bandingin harga toko satu yang tapi bolak balik buka toko makannya dicari ulang.",saran aja agar sedia fitur keranjang di gofood susah kalau tiap mau bandingin harga toko satu dengan yang lain tapi harus bolak balik buka toko dan makan harus cari ulang,go satu
